complaint_text,mapped_category,urgency_label
"I am being harassed by recovery agents for a loan that a relative of mine took. I was just a reference. They are calling me at odd hours, using abusive language, and threatening to visit my home and humiliate me in front of my neighbors.",Extortion,Medium 
"A local politician's son has been threatening me to sell my ancestral land to him at a very low price. He has warned me that if I sell it to anyone else, he will make my life miserable in this town. I feel helpless and intimidated.",Extortion,High 
"Someone has sent me an email claiming to have hacked my webcam and recorded me visiting adult websites. They are demanding a payment in Bitcoin, threatening to send the video to all my contacts if I don't comply. I am panicked.",Extortion,Medium 
I was sold a fake water purifier by a door-to-door salesman. He claimed it was a top brand and had multiple stages of purification. A technician later confirmed it's just a plastic box with a candle filter inside. It was a complete fraud.,Fraud,Low 
"I received a call offering a free credit card with a high limit. I just had to pay a small processing fee. After I paid the fee online, I never received any card, and the caller's number is now switched off.",Fraud,Low 
"I booked a hall for my daughter's wedding and paid a significant advance. A week before the event, I found out the hall has been sealed by the municipality for legal violations. The owner is not returning my money.",Fraud,High 
A company hired me for a data entry job where I had to pay for a software kit. They rejected all my work citing baseless 'accuracy' issues and are now demanding a penalty to terminate the contract. It's a well-known job scam.,Fraud,Medium 
"I was approached by people conducting a 'free' health checkup camp. After the checkup, they scared me with fake reports of serious illnesses and pressured me into buying their expensive and useless health supplements.",Fraud,Medium 
"I participated in an online quiz that promised a big prize. To claim it, I had to keep paying for shipping, GST, and other charges. I have paid a lot of money in small installments but have received nothing. I was fooled.",Fraud,Low 
I entrusted my provident fund withdrawal process to an agent who promised to get it done quickly. He has taken his commission but has not given me the full amount that was credited. He is making excuses and has been avoiding me.,Cheating,Medium 
"I bought a bag of rice from a grocer, which was supposed to be 10 kgs. When I weighed it at home, it was only 8.5 kgs. The shopkeeper is using a faulty weighing scale to cheat his customers on a regular basis.",Cheating,Low 
